"ADRNo","SARType","IncidentDate","Received","IncidentType","Serious","SARDay","SARMonth","SARYear","ReportType","PrimarySourceCountry","OccurCountry"
"5060/19","Animal","5/17/2019","6/19/2019","Safety Issue","N","17","05","2019","Spontaneous and expedited","GB","GB"
"5062/19","Animal","5/26/2019","6/19/2019","Safety Issue","N","26","05","2019","Spontaneous and expedited","GB","GB"
"5063/19","Animal","5/24/2019","6/19/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5064/19","Animal","5/21/2019","6/19/2019","Safety Issue","N","21","05","2019","Spontaneous and expedited","GB","GB"
"5065/19","Animal","5/7/2019","6/19/2019","Safety Issue","N","07","05","2019","Spontaneous and expedited","GB","GB"
"5066/19","Animal","5/24/2019","6/19/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5067/19","Animal","5/7/2019","6/19/2019","Safety Issue","N","07","05","2019","Spontaneous and expedited","GB","GB"
"5068/19","Animal","5/24/2019","6/19/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5069/19","Animal","5/25/2019","6/19/2019","Lack of expected efficacy","N","25","05","2019","Spontaneous and expedited","GB","GB"
"5070/19","Animal","5/21/2019","6/19/2019","Safety Issue","N","21","05","2019","Spontaneous and expedited","GB","GB"
"5071/19","Animal","5/1/2019","6/19/2019","Safety Issue","N","01","05","2019","Spontaneous and expedited","GB","GB"
"5072/19","Animal","5/25/2019","6/19/2019","Safety Issue","N","25","05","2019","Spontaneous and expedited","GB","GB"
"5073/19","Animal","5/28/2019","6/19/2019","Safety Issue","N","28","05","2019","Spontaneous and expedited","GB","GB"
"5074/19","Animal","5/28/2019","6/19/2019","Safety Issue","N","28","05","2019","Spontaneous and expedited","GB","GB"
"5075/19","Animal","5/24/2019","6/19/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5076/19","Animal","5/1/2019","6/19/2019","Lack of expected efficacy","N","","05","2019","Spontaneous and expedited","GB","GB"
"5077/19","Animal","5/30/2019","6/19/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"5078/19","Animal","5/24/2019","6/19/2019","Safety Issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5079/19","Animal","6/18/2019","6/19/2019","Safety issue","N","18","06","2019","Spontaneous and expedited","GB","GB"
"5080/19","Animal","6/4/2019","6/19/2019","Safety Issue","Y","04","06","2019","Spontaneous and expedited","GB","GB"
"5081/19","Animal","6/5/2019","6/19/2019","Safety Issue","Y","05","06","2019","Spontaneous and expedited","GB","GB"
"5082/19","Animal","6/1/2016","6/19/2019","Safety Issue","Y","","06","2016","Spontaneous and expedited","GB","GB"
"4849/19","Animal","6/11/2019","6/11/2019","Safety issue","N","11","06","2019","Spontaneous and expedited","GB","GB"
"4850/19","Animal","3/20/2019","6/11/2019","Safety Issue","Y","20","03","2019","Spontaneous and expedited","GB","GB"
"4851/19","Animal","4/18/2019","6/11/2019","Safety Issue","Y","18","04","2019","Spontaneous and expedited","GB","GB"
"4852/19","Animal","2/27/2019","6/11/2019","Safety issue","N","27","02","2019","Spontaneous and expedited","GB","GB"
"4853/19","Animal","2/10/2019","6/11/2019","Safety issue","N","10","02","2019","Spontaneous and expedited","GB","GB"
"4854/19","Animal","6/6/2019","6/11/2019","Safety issue","N","06","06","2019","Spontaneous and expedited","GB","GB"
"4855/19","Animal","5/19/2019","6/12/2019","Safety Issue","Y","19","05","2019","Spontaneous and expedited","GB","GB"
"4856/19","Animal","4/29/2019","6/12/2019","Safety Issue","Y","29","04","2019","Spontaneous and expedited","GB","GB"
"4857/19","Animal","2/1/2019","6/12/2019","Safety Issue","Y","","02","2019","Spontaneous and expedited","GB","GB"
"4858/19","Animal","5/16/2019","6/12/2019","Safety Issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4859/19","Animal","4/1/2008","6/12/2019","Safety Issue","Y","","04","2008","Spontaneous and expedited","GB","GB"
"4860/19","Animal","5/9/2019","6/12/2019","Safety Issue","N","09","05","2019","Spontaneous and expedited","GB","GB"
"4861/19","Animal","3/21/2019","6/12/2019","Lack of expected efficacy","N","21","03","2019","Spontaneous and expedited","GB","GB"
"4862/19","Animal","5/1/2016","6/12/2019","Safety Issue","N","01","05","2016","Spontaneous and expedited","GB","GB"
"4863/19","Animal","5/11/2019","6/12/2019","Safety Issue","N","11","05","2019","Spontaneous and expedited","GB","GB"
"4864/19","Animal","5/1/2019","6/12/2019","Lack of expected efficacy","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4865/19","Animal","4/24/2019","6/12/2019","Safety Issue","N","24","04","2019","Spontaneous and expedited","GB","GB"
"4866/19","Animal","1/1/2016","6/12/2019","Safety Issue","Y","","01","2019","Spontaneous and expedited","GB","GB"
"4867/19","Animal","5/16/2019","6/12/2019","Safety Issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"4868/19","Animal","3/2/2019","6/12/2019","Safety Issue","N","02","03","2019","Spontaneous and expedited","GB","GB"
"4869/19","Animal","5/1/2019","6/12/2019","Lack of expected efficacy","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4870/19","Animal","5/1/2013","6/12/2019","Safety Issue","N","01","05","2013","Spontaneous and expedited","GB","GB"
"4872/19","Animal","12/27/2018","6/12/2019","Safety Issue","Y","27","12","2018","Spontaneous and expedited","GB","GB"
"4871/19","Animal","5/14/2019","6/12/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4873/19","Animal","5/14/2019","6/12/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4874/19","Animal","5/15/2019","6/12/2019","Safety Issue","N","15","05","2019","Spontaneous and expedited","GB","GB"
"4875/19","Animal","5/11/2019","6/12/2019","Safety Issue","N","11","05","2019","Spontaneous and expedited","GB","GB"
"4876/19","Animal","5/20/2019","6/12/2019","Safety Issue","N","20","05","2019","Spontaneous and expedited","GB","GB"
"4877/19","Animal","5/14/2019","6/12/2019","Safety Issue","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4878/19","Animal","5/14/2019","6/12/2019","Lack of expected efficacy","N","14","05","2019","Spontaneous and expedited","GB","GB"
"4879/19","Animal","5/30/2019","6/12/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"4880/19","Animal","6/1/2019","6/12/2019","Safety issue","N","01","06","2019","Spontaneous and expedited","GB","GB"
"4881/19","Animal","5/31/2019","6/12/2019","Safety Issue","Y","31","05","2019","Spontaneous and expedited","GB","GB"
"4882/19","Animal","6/2/2019","6/10/2019","Safety Issue","Y","02","06","2019","Spontaneous and expedited","GB","GB"
"4883/19","Animal","5/28/2019","6/12/2019","Safety Issue","Y","28","05","2019","Spontaneous and expedited","GB","GB"
"4884/19","Animal","1/1/2019","6/12/2019","Safety Issue","Y","","","2019","Spontaneous and expedited","GB","GB"
"4885/19","Animal","6/5/2019","6/12/2019","Safety issue","N","07","06","2019","Spontaneous and expedited","GB","GB"
"4886/19","Animal","6/4/2019","6/12/2019","Safety issue","N","04","06","2019","Spontaneous and expedited","GB","GB"
"4887/19","Animal","6/8/2019","6/12/2019","Safety issue","N","08","06","2019","Spontaneous and expedited","GB","GB"
"4888/19","Animal","6/10/2019","6/12/2019","Safety issue","N","10","06","2019","Spontaneous and expedited","GB","GB"
"4889/19","Animal","6/12/2019","6/12/2019","Safety issue","Y","12","06","2019","Spontaneous and expedited","GB","GB"
"4890/19","Animal","6/6/2019","6/13/2019","Safety Issue","Y","06","06","2019","Spontaneous and expedited","GB","GB"
"4891/19","Animal","6/5/2019","6/13/2019","Safety Issue","Y","05","06","2019","Spontaneous and expedited","GB","GB"
"4892/19","Animal","4/1/2019","6/13/2019","Safety Issue","Y","","04","2019","Spontaneous and expedited","GB","GB"
"4893/19","Animal","6/3/2019","6/13/2019","Safety Issue","Y","03","06","2019","Spontaneous and expedited","GB","GB"
"4894/19","Animal","5/20/2019","6/13/2019","Lack of expected efficacy","Y","20","05","2019","Spontaneous and expedited","GB","GB"
"4895/19","Animal","2/11/2016","6/13/2019","Safety Issue","Y","11","02","2016","Spontaneous and expedited","GB","GB"
"4896/19","Animal","5/28/2019","6/13/2019","Safety Issue","Y","28","05","2019","Spontaneous and expedited","GB","GB"
"4897/19","Animal","6/4/2019","6/13/2019","Safety Issue","Y","04","06","2019","Spontaneous and expedited","GB","GB"
"4898/19","Animal","3/20/2019","6/13/2019","Safety issue","N","20","03","2019","Spontaneous and expedited","GB","GB"
"4899/19","Animal","6/5/2019","6/13/2019","Safety issue","Y","05","06","2019","Spontaneous and expedited","GB","GB"
"4900/19","Animal","6/7/2018","6/13/2019","Environmental issue","Y","07","06","2018","Spontaneous and expedited","GB","GB"
"4901/19","Animal","5/28/2019","6/13/2019","Safety issue","N","10","06","2019","Spontaneous and expedited","GB","GB"
"4902/19","Animal","6/9/2018","6/13/2019","Safety Issue","Y","09","06","2018","Spontaneous and expedited","GB","GB"
"4903/19","Animal","5/13/2019","6/13/2019","Lack of expected efficacy","N","13","05","2019","Spontaneous and expedited","GB","GB"
"4904/19","Animal","5/31/2019","6/13/2019","Safety issue","N","31","05","2019","Spontaneous and expedited","GB","GB"
"4906/19","Animal","6/5/2019","6/13/2019","Safety issue","N","05","06","2019","Spontaneous and expedited","GB","GB"
"4907/19","Animal","5/1/2019","6/13/2019","Lack of expected efficacy","N","01","05","2019","Spontaneous and expedited","GB","GB"
"4908/19","Animal","5/30/2019","6/13/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"4909/19","Animal","4/30/2019","6/13/2019","Safety Issue","N","30","04","2019","Spontaneous and expedited","GB","GB"
"4910/19","Animal","5/29/2019","6/13/2019","Safety Issue","Y","29","05","2019","Spontaneous and expedited","GB","GB"
"4911/19","Animal","6/12/2019","6/13/2019","Safety issue","Y","12","06","2019","Spontaneous and expedited","GB","GB"
"5083/19","Animal","4/12/2019","6/19/2019","Safety Issue","Y","","05","2019","Spontaneous and expedited","GB","GB"
"5084/19","Animal","6/12/2019","6/19/2019","Safety issue","N","12","06","2019","Spontaneous and expedited","GB","GB"
"5085/19","Animal","5/22/2019","6/19/2019","Safety Issue","Y","22","05","2019","Spontaneous and expedited","GB","GB"
"5086/19","Animal","6/18/2019","6/19/2019","Safety issue","Y","18","06","2019","Spontaneous and expedited","GB","GB"
"5087/19","Animal","3/5/2018","6/19/2019","Lack of expected efficacy","Y","05","03","2018","Spontaneous and expedited","GB","GB"
"5088/19","Animal","6/14/2019","6/19/2019","Safety issue","Y","14","06","2019","Spontaneous and expedited","GB","GB"
"5089/19","Animal","6/18/2019","6/19/2019","Safety issue","Y","18","06","2019","Spontaneous and expedited","GB","GB"
"5090/19","Animal","5/16/2019","6/19/2019","Safety issue","N","16","05","2019","Spontaneous and expedited","GB","GB"
"5091/19","Animal","6/13/2019","6/19/2019","Safety issue","N","13","06","2019","Spontaneous and expedited","GB","GB"
"5092/19","Animal","6/17/2019","6/19/2019","Safety issue","N","17","06","2019","Spontaneous and expedited","GB","GB"
"5094/19","Animal","6/9/2019","6/20/2019","Safety Issue","Y","09","06","2019","Spontaneous and expedited","GB","GB"
"5095/19","Animal","6/1/2019","6/20/2019","Safety Issue","N","01","06","2019","Spontaneous and expedited","GB","GB"
"5096/19","Animal","6/7/2018","6/20/2019","Safety Issue","Y","07","06","2018","Spontaneous and expedited","GB","GB"
"5097/19","Animal","6/7/2019","6/20/2019","Safety issue","N","07","06","2019","Spontaneous and expedited","GB","GB"
"5098/19","Animal","5/29/2019","6/18/2019","Safety Issue","Y","01","01","1900","Spontaneous and expedited","GB","GB"
"5099/19","Animal","3/6/2019","6/20/2019","Safety Issue","Y","06","03","2019","Spontaneous and expedited","GB","GB"
"5100/19","Animal","5/30/2019","6/20/2019","Safety issue","N","30","05","2019","Spontaneous and expedited","GB","GB"
"5101/19","Animal","6/6/2019","6/20/2019","Safety issue","N","06","06","2019","Spontaneous and expedited","GB","GB"
"5103/19","Animal","6/19/2019","6/20/2019","Safety issue","N","19","06","2019","Spontaneous and expedited","GB","GB"
"5104/19","Animal","6/13/2019","6/20/2019","Safety Issue","Y","13","06","2019","Spontaneous and expedited","GB","GB"
"5105/19","Animal","6/8/2019","6/20/2019","Safety Issue","Y","08","06","2019","Spontaneous and expedited","GB","GB"
"5106/19","Animal","6/13/2019","6/20/2019","Safety Issue","Y","13","06","2019","Spontaneous and expedited","GB","GB"
"5107/19","Animal","6/7/2019","6/20/2019","Safety Issue","Y","07","06","2019","Spontaneous and expedited","GB","GB"
"5108/19","Animal","6/14/2019","6/20/2019","Safety Issue","Y","14","06","2019","Spontaneous and expedited","GB","GB"
"5109/19","Animal","6/10/2019","6/20/2019","Safety Issue","Y","10","06","2019","Spontaneous and expedited","GB","GB"
"5110/19","Animal","4/8/2019","6/20/2019","Safety Issue","Y","08","04","2019","Spontaneous and expedited","GB","GB"
"5111/19","Animal","6/15/2019","6/20/2019","Safety Issue","Y","15","06","2019","Spontaneous and expedited","GB","GB"
"5112/19","Animal","6/11/2019","6/20/2019","Safety Issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"5113/19","Animal","2/26/2019","6/20/2019","Safety Issue","Y","26","02","2019","Spontaneous and expedited","GB","GB"
"5114/19","Animal","6/7/2019","6/20/2019","Lack of expected efficacy","Y","07","06","2019","Spontaneous and expedited","GB","GB"
"5115/19","Animal","6/13/2019","6/20/2019","Safety Issue","Y","13","06","2019","Spontaneous and expedited","GB","GB"
"5116/19","Animal","6/10/2019","6/20/2019","Lack of expected efficacy","Y","10","06","2019","Spontaneous and expedited","GB","GB"
"5117/19","Human","6/2/2019","6/20/2019","Safety Issue","","02","06","2019","Spontaneous and expedited","GB","GB"
"5118/19","Animal","6/11/2019","6/20/2019","Safety issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"5120/19","Animal","4/25/2019","6/20/2019","Safety issue","Y","25","04","2019","Spontaneous and expedited","GB","GB"
"5121/19","Animal","5/16/2019","6/20/2019","Safety issue","N","17","05","2019","Spontaneous and expedited","GB","GB"
"5122/19","Animal","5/24/2019","6/20/2019","Safety issue","N","24","05","2019","Spontaneous and expedited","GB","GB"
"5123/19","Animal","6/19/2019","6/20/2019","Safety issue","Y","19","06","2019","Spontaneous and expedited","GB","GB"
"5124/19","Animal","2/26/2019","6/20/2019","Safety Issue","Y","26","02","2019","Spontaneous and expedited","GB","GB"
"5125/19","Animal","6/5/2018","6/20/2019","Safety Issue","Y","05","06","2018","Spontaneous and expedited","GB","GB"
"5126/19","Animal","1/5/2018","6/20/2019","Safety Issue","Y","05","01","2018","Spontaneous and expedited","GB","GB"
"5127/19","Animal","6/17/2019","6/20/2019","Safety issue","N","17","06","2019","Spontaneous and expedited","GB","GB"
"5129/19","Animal","6/11/2019","6/21/2019","Safety Issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"5130/19","Animal","6/10/2019","6/21/2019","Safety Issue","Y","10","06","2019","Spontaneous and expedited","GB","GB"
"5131/19","Animal","4/4/2019","6/21/2019","Safety Issue","Y","04","04","2019","Spontaneous and expedited","GB","GB"
"5132/19","Animal","5/1/2019","6/21/2019","Safety Issue","Y","01","05","2019","Spontaneous and expedited","GB","GB"
"5133/19","Animal","6/18/2019","6/21/2019","Safety Issue","Y","18","06","2019","Spontaneous and expedited","GB","GB"
"5134/19","Animal","6/19/2019","6/21/2019","Safety issue","N","19","06","2019","Spontaneous and expedited","GB","GB"
"5135/19","Animal","6/14/2019","6/21/2019","Safety Issue","Y","14","06","2019","Spontaneous and expedited","GB","GB"
"5136/19","Animal","6/17/2019","6/21/2019","Safety Issue","Y","17","06","2019","Spontaneous and expedited","GB","GB"
"5137/19","Animal","6/11/2019","6/21/2019","Safety Issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"5138/19","Animal","6/7/2019","6/21/2019","Safety Issue","Y","07","06","2019","Spontaneous and expedited","GB","GB"
"5139/19","Animal","6/6/2019","6/21/2019","Safety Issue","Y","06","06","2019","Spontaneous and expedited","GB","GB"
"5140/19","Animal","6/15/2019","6/21/2019","Safety issue","Y","15","06","2019","Spontaneous and expedited","GB","GB"
"5141/19","Animal","6/7/2019","6/21/2019","Safety Issue","Y","07","06","2019","Spontaneous and expedited","GB","GB"
"5142/19","Animal","6/1/2019","6/21/2019","Lack of expected efficacy","Y","01","06","2019","Spontaneous and expedited","GB","GB"
"5143/19","Animal","6/11/2019","6/21/2019","Safety Issue","Y","11","06","2019","Spontaneous and expedited","GB","GB"
"5144/19","Animal","6/12/2019","6/21/2019","Safety Issue","Y","12","06","2019","Spontaneous and expedited","GB","GB"
"5145/19","Animal","6/5/2019","6/21/2019","Safety Issue","Y","05","06","2019","Spontaneous and expedited","GB","GB"
"5146/19","Animal","5/30/2019","6/21/2019","Safety Issue","Y","30","05","2019","Spontaneous and expedited","GB","GB"
"5147/19","Animal","6/3/2019","6/21/2019","Safety Issue","Y","03","06","2019","Spontaneous and expedited","GB","GB"
