ADRNo;AnimalClass;AnimalSpecies;AnimalRole;ProductionType;AnimalSex;FemaleStatus;AnimalBreed;AnimalAge;AgeUnit;AgeType;MinimumAge;MaximumAge;AnimalWeight;WeightType;MinimumWeight;MaximumWeight;ParentOfCrossbreed;ClassCode;SpeciesCode;BreedCode
3933/19;Canidae;Canine/dog;Companion;;Male;;Bulldog - French ;8;Month;;;;6.7;;;;;Can;CanDo;CanDo031
3934/19;Canidae;Canine/dog;Companion;;Male;;Terrier - Jack Russell ;1.22;Year;;;;6.8;;;;;Can;CanDo;CanDo139
3935/19;Canidae;Canine/dog;Companion;;Female;;Shepherd Dog - German ;2;Year;;;;34;;;;;Can;CanDo;CanDo083
3936/19;Canidae;Canine/dog;Companion;;Male;;Bulldog - French ;7.71;Month;;;;14.5;;;;;Can;CanDo;CanDo031
3937/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;10;Week;Exact;;;1.27;Exact;;;;;CanDo;
3938/19;Leporidae;European rabbit;Companion;;Unknown;;;5;Year;Exact;;;4.15;Exact;;;;;LepRa;
3939/19;Equidae;Equine/horse;Companion;;Female;Unknown;;;;Unknown;;;500;Approximate;;;;;EquHo;
3940/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4;Year;Exact;;;47;Exact;;;;;CanDo;
3941/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;7.0;Year;Exact;;;6.15;Exact;;;;;CanDo;
3942/19;Canidae;Canine/dog;Companion;;Male;;;9.0;Year;Exact;;;12.5;Exact;;;;;CanDo;
3943/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;Year;Exact;5.0;9.0;;Unknown;;;;;EquHo;
3944/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.0;Year;Exact;;;15.2;Exact;;;;;CanDo;
3945/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.2;Year;Exact;;;9.0;Exact;;;;;CanDo;
3946/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11;Month;Exact;;;11.2;Exact;;;;;CanDo;
3947/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;CanDo;
3948/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;22.0;Year;Exact;;;;Unknown;;;;;EquHo;
3949/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
3950/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.3;Year;Exact;;;33.0;Exact;;;;;CanDo;
3951/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;7.65;Exact;;;;;CanDo;
3952/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;18;Year;Exact;;;2.69;Exact;;;;;FelCa;
3953/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.0;Year;Exact;;;23.0;Exact;;;;;CanDo;
3954/19;Felidae;Feline/cat;Companion;;Female-Neutered;Non-pregnant - Non-lactating;;11.0;Year;Exact;;;;Unknown;;;;;FelCa;
3955/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;2.0;Year;Exact;;;11.5;Exact;;;;;CanDo;
3956/19;Canidae;Canine/dog;Companion;;Male;;;10.5;Year;Exact;;;3.0;Exact;;;;;CanDo;
3957/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;3.5;Year;Exact;;;35.0;Exact;;;;;CanDo;
3958/19;Equidae;Equine/horse;Companion;;Unknown;;;18.0;Year;Approximate;;;;Unknown;;;;;EquHo;
3959/19;Felidae;Feline/cat;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
3960/19;Equidae;Equine/horse;Companion;;Female;Unknown;;9.0;Year;Exact;;;;Unknown;;;;;EquHo;
3961/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;13.0;Exact;;;;;CanDo;
3962/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;5.0;Year;Exact;;;;Unknown;;;;;EquHo;
3963/19;Equidae;Equine/horse;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;EquHo;
3964/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
3965/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Longhair;10.58;Year;;;;5.97;;;;;Fel;FelCa;FelCaxxx
3966/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10;Year;Exact;;;;Unknown;;;;;CanDo;
3967/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;1;Year;;;;2.9;;;;;Fel;FelCa;FelCaxxx
3969/19;Canidae;Canine/dog;Companion;;Female;;Chihuahua;2;Month;;;;0.79;;;;;Can;CanDo;CanDo060
3968/19;Aves;Crow;Exotic;;Mixed;;;;;Unknown;;;;Unknown;;;;;AveCr;
3970/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.5;Year;Exact;;;12;Exact;;;;;CanDo;
3971/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;11;Year;Exact;;;20.3;Exact;;;;;CanDo;
3972/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9;Year;Exact;;;10.9;Exact;;;;;CanDo;
3973/19;Canidae;Canine/dog;Companion;;Female;Unknown;;4;Year;Exact;;;18;Exact;;;;;CanDo;
3974/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9;Year;Exact;;;;Unknown;;;;;CanDo;
3975/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8;Year;Exact;;;15;Exact;;;;;CanDo;
3976/19;Bovinae;Bovine/cattle;Production;Broiler;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
3977/19;Canidae;Canine/dog;Companion;;Female;Unknown;;15;Week;Exact;;;8.7;Exact;;;;;CanDo;
3978/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;9;Month;Exact;;;1.76;Exact;;;;;LepRa;
3979/19;Canidae;Canine/dog;Companion;;Female;Unknown;;1.42;Year;Exact;;;5.85;Exact;;;;;CanDo;
3980/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;5.08;Year;;;;3.49;;;;;Fel;FelCa;FelCaxxx
3981/19;Leporidae;European rabbit;Companion;;Female;Unknown;;2.7;Year;Exact;;;1.64;Exact;;;;;LepRa;
3982/19;Leporidae;European rabbit;Companion;;Male;;;22.0;Week;Exact;;;;Unknown;;;;;LepRa;
3983/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.3;Year;Exact;;;9;Exact;;;;;CanDo;
3984/19;Felidae;Feline/cat;Companion;;Male;;;14;Week;Exact;;;1.92;Exact;;;;;FelCa;
3985/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;8;Year;Exact;;;8.7;Exact;;;;;CanDo;
3986/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12.0;Year;Exact;;;25.0;Exact;;;;;CanDo;
3988/19;Equidae;Equine/horse;Companion;;Female;;Welsh Pony;6.92;Year;;;;500;;;;;Equ;EquHo;EquHo105
3989/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Chihuahua;6.75;Year;;;;3.7;;;;;Can;CanDo;CanDo060
3990/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;5.45;Month;;;;2.72;;;;;Fel;FelCa;FelCaxxx
3991/19;Canidae;Canine/dog;Companion;;Female;;Terrier - Jack Russell ;2;Month;;;;1.58;;;;;Can;CanDo;CanDo139
3992/19;Canidae;Canine/dog;Companion;;Male;;Unspecified;2;Year;Exact;;;2.2;Exact;;;;;CanDo;Uns000
3993/19;Canidae;Canine/dog;Companion;;Female;;Samoyed;2.45;Month;;;;5;;;;;Can;CanDo;CanDo192
3994/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;16;Year;Exact;;;3.27;Exact;;;;;FelCa;
3995/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Golden;4.97;Year;;;;32;;;;;Can;CanDo;CanDo112
3997/19;Equidae;Equine/horse;Companion;;Male-Neutered;;Other - please specify;9;Year;;;;600;;;;;Equ;EquHo;EquHo075
3998/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Basset Hound;9;Year;;;;28;;;;;Can;CanDo;CanDo016
3999/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;5;Year;Exact;;;265;Exact;;;;;EquHo;
4000/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - West Highland White ;12.14;Year;;;;11.3;;;;;Can;CanDo;CanDo225
4001/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11.9;Year;Exact;;;4.53;Exact;;;;;FelCa;
4002/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;17.0;Year;Exact;;;3.7;Exact;;;;;FelCa;
4003/19;Equidae;Equine/horse;Companion;;Male-Neutered;;Irish Draught;21.0;Year;Exact;;;500;Exact;;;;Equ;EquHo;EquHo053
4004/19;Leporidae;European rabbit;Companion;;Male;;;10;Month;Exact;;;;Unknown;;;;;LepRa;
4005/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10.3;Year;Exact;;;37;Exact;;;;;CanDo;
4006/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;3.8;Year;Exact;;;7.3;Exact;;;;;CanDo;
4007/19;Bovinae;Bovine/cattle;Production;;Unknown;;;;Week;Approximate;6;8;;Unknown;;;;;BovCa;
4008/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;3;Year;Exact;;;7.9;Exact;;;;;CanDo;
4009/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5;Year;Exact;;;7.9;Exact;;;;;CanDo;
4010/19;Canidae;Canine/dog;Companion;;Male;;;7;Year;Exact;;;36;Exact;;;;;CanDo;
4011/19;Equidae;Equine/horse;Companion;;Female;Unknown;;12.0;Year;Exact;;;;Unknown;;;;;EquHo;
4012/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;21.8;Exact;;;;;CanDo;
4013/19;Canidae;Canine/dog;Companion;;Unknown;;;9.92;Year;;;;37;;;;;Can;CanDo;
4014/19;Canidae;Canine/dog;Companion;;Female;;Shih Tzu;3;Month;;;;2.72;;;;;Can;CanDo;CanDo206
4015/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Spaniel - Springer English ;3.25;Year;;;;15;;;;;Can;CanDo;CanDo100
4016/19;Bovinae;Bovine/cattle;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
4017/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;Unspecified;2.6;Year;Exact;;;15.7;Exact;;;;;CanDo;Uns000
4018/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.4;Year;Exact;;;5;Exact;;;;;CanDo;
4019/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;10.33;Year;Exact;;;16.1;Exact;;;;;CanDo;
4020/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11;Year;Unknown;;;11;Unknown;;;;;CanDo;
4021/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;17;Year;Exact;;;2.25;Exact;;;;;FelCa;
4022/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;18;Year;Exact;;;3.1;Exact;;;;;FelCa;
4024/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10.0;Year;Exact;;;29.95;Exact;;;;;CanDo;
4025/19;Canidae;Canine/dog;Companion;;Male;;;9.8;Year;Exact;;;30.2;Exact;;;;;CanDo;
4026/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.0;Year;Exact;;;5.38;Exact;;;;;FelCa;
4027/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11;Year;Exact;;;3.36;Exact;;;;;FelCa;
4028/19;Leporidae;European rabbit;Companion;;Female-Neutered;Not applicable;;23;Month;Exact;;;4.75;Exact;;;;;LepRa;
4029/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;6;Year;Exact;;;6;Exact;;;;;CanDo;
4030/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;14.3;Year;Exact;;;4.3;Exact;;;;;CanDo;
4031/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.6;Year;Exact;;;23.4;Exact;;;;;CanDo;
4032/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;12.8;Year;Exact;;;2.65;Exact;;;;;FelCa;
4033/19;Leporidae;European rabbit;Companion;;Female-Neutered;;Other - please specify;1;Year;;;;1.65;;;;;Lep;LepRa;LepRa019
4034/19;Canidae;Canine/dog;Companion;;Male;;;1.0;Year;Exact;;;25.6;Exact;;;;;CanDo;
4035/19;Caprinae;Ovine/sheep;Production;;Unknown;;Unspecified;5;Year;Exact;;;;Unknown;;;;;CapSh;Uns000
4036/19;Canidae;Canine/dog;Companion;;Male;;;11;Week;Exact;;;;Unknown;;;;;CanDo;
4037/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Other - please specify;14.5;Year;;;;3.3;;;;;Can;CanDo;CanDo169
4038/19;Canidae;Canine/dog;Companion;;Female;Unknown;Unspecified;10;Month;Approximate;;;;Approximate;7;;;;CanDo;Uns000
4039/19;Canidae;Canine/dog;Companion;;Male;;Mountain Dog - Bernese ;5;Year;;;;47;;;;;Can;CanDo;CanDo025
4040/19;Canidae;Canine/dog;Companion;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;CanDo;Uns000
4041/19;Canidae;Canine/dog;Companion;;Male;;;11.0;Week;Exact;;;1.2;Exact;;;;;CanDo;
4042/19;Leporidae;European rabbit;Companion;;Female-Neutered;Unknown;;8;Month;Exact;;;2;Exact;;;;;LepRa;
4044/19;Leporidae;European rabbit;Companion;;Male-Neutered;;Unspecified;1;Year;Exact;;;2.5;Approximate;;;;;LepRa;Uns000
4045/19;Caprinae;Ovine/sheep;Production;;Unknown;;Unspecified;3.0;Hour;Approximate;;;;Unknown;;;;;CapSh;Uns000
4046/19;Leporidae;European rabbit;Companion;;Male-Neutered;;Unspecified;1;Year;Exact;;;2.5;Exact;;;;;LepRa;Uns000
4047/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11;Year;Exact;;;17.3;Exact;;;;;CanDo;
4048/19;Canidae;Canine/dog;Companion;;Female-Neutered;Non-pregnant - Non-lactating;;6.0;Year;Exact;;;11.1;Exact;;;;;CanDo;
4049/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;9;Year;;;;4.1;;;;;Fel;FelCa;FelCaxxx
4050/19;Canidae;Canine/dog;Companion;;Female;Unknown;;8;Week;Exact;;;;Unknown;;;;;CanDo;
4051/19;Equidae;Equine/horse;Companion;;Female;;Irish Hunter;10.5;Year;;;;500;;;;;Equ;EquHo;EquHo107
4052/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11;Year;Exact;;;14.4;Exact;;;;;CanDo;
4053/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9;Year;Exact;;;11.4;Exact;;;;;CanDo;
4054/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;2.4;Year;Exact;;;8;Exact;;;;;CanDo;
4055/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;6.0;Month;Exact;;;13.3;Exact;;;;;CanDo;
4056/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7;Year;Exact;;;3;Exact;;;;;CanDo;
4057/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11;Year;Exact;;;7.6;Exact;;;;;CanDo;
4058/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Spaniel - King Charles Cavalier ;8.59;Year;;;;11.9;;;;;Can;CanDo;CanDo053
4059/19;Canidae;Canine/dog;Companion;;Male;;Chihuahua;2.9;Month;;;;1.28;;;;;Can;CanDo;CanDo060
4060/19;Felidae;Feline/cat;Companion;;Female;Non-pregnant - Non-lactating;;7;Month;Exact;;;3;Exact;;;;;FelCa;
4061/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12.92;Year;Unknown;;;9.9;Exact;;;;;CanDo;
4062/19;Bovinae;Bovine/cattle;Production;Milk;Unknown;;;;Week;Approximate;2;4;;Unknown;;;;;BovCa;
4063/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;20.0;Year;Exact;;;;Unknown;;;;;EquHo;
4064/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
4065/19;Felidae;Feline/cat;Companion;;Male;;;18;Year;Exact;;;;Unknown;;;;;FelCa;
4066/19;Felidae;Feline/cat;Companion;;Male;;;10;Year;;;;6.2;;;;;;FelCa;
4067/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;17;Year;Exact;;;3;Exact;;;;;FelCa;
4068/19;Canidae;Canine/dog;Companion;;Male;;;11.7;Year;Exact;;;11.8;Exact;;;;;CanDo;
4069/19;Canidae;Canine/dog;Companion;;Male;;;1;Year;;;;9.4;;;;;;CanDo;
4070/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
4071/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Crossbred;5.75;Year;;;;9.85;;;;;Can;CanDo;CanDo070
4072/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12;Year;Exact;;;33;Exact;;;;;CanDo;
4073/19;Canidae;Canine/dog;Companion;;Male;;;2;Year;;;;4.3;;;;;;CanDo;
4074/19;Bovinae;Bovine/cattle;Production;Breeder;Female;Unknown;;8;Month;Approximate;;;;Unknown;;;;;BovCa;
4075/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11.0;Week;Exact;;;1.85;Exact;;;;;CanDo;
4076/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;7.9;Year;Exact;;;8.8;Exact;;;;;CanDo;
4077/19;Canidae;Canine/dog;Companion;;Female;Unknown;;16;Year;Exact;;;;Unknown;;;;;CanDo;
4078/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;9.08;Year;;;;2.96;;;;;Fel;FelCa;FelCaxxx
4079/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;8.4;Year;Exact;;;2.82;Exact;;;;;FelCa;
4080/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;4.1;Year;Exact;;;24.2;Exact;;;;;CanDo;
4082/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Labrador ;6;Month;;;;25.4;;;;;Can;CanDo;CanDo148
4083/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Exact;65;70;;;CapSh;Uns000
4084/19;Felidae;Feline/cat;Companion;;Male;;;8;Week;Exact;;;0.4;Exact;;;;;FelCa;
4085/19;Canidae;Canine/dog;Companion;;Male;;;2.1;Year;Exact;;;3.1;Exact;;;;;CanDo;
4086/19;Canidae;Canine/dog;Companion;;Male;;;8;Year;Exact;;;14.2;Exact;;;;;CanDo;
4087/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Bengal;13.17;Year;;;;5.7;;;;;Fel;FelCa;FelCa006
4088/19;Felidae;Feline/cat;Companion;;Female;;British Blue;4.58;Year;;;;4.3;;;;;Fel;FelCa;FelCa046
4089/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.7;Year;Exact;;;8.1;Exact;;;;;CanDo;
4090/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;70.0;Exact;;;;;CanDo;
4091/19;Canidae;Canine/dog;Companion;;Female;;Spaniel - Springer Unspecified;10.8;Year;;;;22;;;;;Can;CanDo;CanDoxxx
4092/19;Leporidae;European rabbit;Companion;;Female;Unknown;;6;Month;Unknown;;;2.67;Unknown;;;;;LepRa;
4093/19;Canidae;Canine/dog;Companion;;Male;;;14.7;Year;Exact;;;8.8;Exact;;;;;CanDo;
4094/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10.0;Year;Exact;;;9.9;Exact;;;;;CanDo;
4095/19;Canidae;Canine/dog;Companion;;Female;Unknown;;16.0;Month;Exact;;;23.4;Exact;;;;;CanDo;
4096/19;Equidae;Equine/horse;Companion;;Female;Unknown;;20.0;Year;Exact;;;;Unknown;;;;;EquHo;
4097/19;Felidae;Feline/cat;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;FelCa;
4098/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;7.5;Year;Exact;;;;Unknown;;;;;EquHo;
4099/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;6.4;Year;Exact;;;;Unknown;;;;;EquHo;
4100/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;13.0;Year;Exact;;;4.2;Exact;;;;;FelCa;
4101/19;Felidae;Feline/cat;Companion;;Male;;;5;Week;Exact;;;0.72;Exact;;;;;FelCa;
4102/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;CanDo;
4103/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;CanDo;
4104/19;Equidae;Equine/horse;Companion;;Female;Unknown;;9.0;Year;Exact;;;;Unknown;;;;;EquHo;
4105/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12.0;Year;Exact;;;;Unknown;;;;;CanDo;
4106/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;14;Year;Exact;;;8.8;Exact;;;;;CanDo;
4107/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;6.0;Year;Exact;;;13.3;Exact;;;;;CanDo;
4108/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
4109/19;Equidae;Equine/horse;Companion;;Female;Unknown;;17.1;Year;Exact;;;;Unknown;;;;;EquHo;
4110/19;Bovinae;Bovine/cattle;Production;;Male;;;;;Unknown;;;1000.0;Approximate;;;;;BovCa;
4111/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;8.9;Year;Exact;;;6.35;Exact;;;;;CanDo;
4112/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
4113/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;27.0;Year;Exact;;;;Unknown;;;;;EquHo;
4114/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;;;Unknown;;;;Unknown;;;;;FelCa;
4115/19;Canidae;Canine/dog;Companion;;Male;;;12.7;Year;Exact;;;20.0;Exact;;;;;CanDo;
4116/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;8.8;Year;Exact;;;4.6;Exact;;;;;FelCa;
4117/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11;Year;Exact;;;6.2;Exact;;;;;CanDo;
4118/19;Canidae;Canine/dog;Companion;;Female;;Spaniel - Cocker English ;13.2;Year;;;;27.55;;;;;Can;CanDo;CanDo096
4119/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8;Year;Unknown;;;19.9;Unknown;;;;;CanDo;
4120/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Lhasa Apso;2.78;Year;;;;7.2;;;;;Can;CanDo;CanDo152
4121/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;2.5;Year;Exact;;;15.4;Exact;;;;;CanDo;
4122/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4123/19;Bovinae;Bovine/cattle;Production;;Male;;;;;Unknown;;;;Unknown;;;;;BovCa;
4124/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10;Year;Exact;;;28.3;Exact;;;;;CanDo;
4125/19;Canidae;Canine/dog;Companion;;Female;;Collie - Border ;6.5;Year;;;;16;;;;;Can;CanDo;CanDo028
4126/19;Canidae;Canine/dog;Companion;;Unknown;;Crossbred;14;Year;;;;21.2;;;;;Can;CanDo;CanDo070
4128/19;Canidae;Canine/dog;Companion;;Female;Unknown;;5;Year;Exact;;;7;Exact;;;;;CanDo;
4129/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;6;Year;Exact;;;35;Exact;;;;;CanDo;
4130/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
4131/19;Canidae;Canine/dog;Companion;;Unknown;;Terrier - Jack Russell ;12.92;Year;;;;4.7;;;;;Can;CanDo;CanDo139
4132/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5;Year;Exact;;;4.8;Exact;;;;;CanDo;
4133/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;9.5;Year;Exact;;;;Unknown;;;;;CanDo;
4134/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;12;Year;Exact;;;;Unknown;;;;;EquHo;
4135/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;14.0;Exact;;;;;CanDo;
4136/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;5.0;Year;Exact;;;4.5;Exact;;;;;CanDo;
4137/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;5.0;Month;Exact;;;12.95;Exact;;;;;CanDo;
4138/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;10.0;Year;Approximate;;;5.0;Exact;;;;;FelCa;
4139/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4140/19;Canidae;Canine/dog;Companion;;Male;;;;Year;Exact;7.0;14.0;;Exact;17.0;20.0;;;CanDo;
4141/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4142/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4143/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;7.0;Year;Exact;;;;Unknown;;;;;EquHo;
4144/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4145/19;Felidae;Feline/cat;Companion;;Male;;;5.0;Year;Exact;;;6.0;Exact;;;;;FelCa;
4146/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4147/19;Equidae;Equine/horse;Companion;;Female;Unknown;;1.0;Year;Approximate;;;;Unknown;;;;;EquHo;
4148/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;13;Year;Exact;;;3.94;Exact;;;;;FelCa;
4149/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;12;Year;Exact;;;2.4;Exact;;;;;FelCa;
4150/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;14.65;Year;;;;4.40;;;;;Fel;FelCa;FelCaxxx
4151/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;3;Year;Exact;;;6;Exact;;;;;FelCa;
4152/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;3;Year;Exact;;;3;Exact;;;;;FelCa;
4153/19;Canidae;Canine/dog;Companion;;Female;Unknown;;9;Year;Exact;;;46.7;Exact;;;;;CanDo;
4154/19;Canidae;Canine/dog;Companion;;Male;;;11;Year;Exact;;;17;Exact;;;;;CanDo;
4155/19;Leporidae;European rabbit;Companion;;Female;Unknown;;4;Month;Approximate;;;0.94;Exact;;;;;LepRa;
4156/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.75;Year;Exact;;;3.78;Exact;;;;;FelCa;
4157/19;Felidae;Feline/cat;Companion;;Male;;Unspecified;16;Year;Exact;;;;Unknown;;;;;FelCa;Uns000
4158/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16.6;Year;Exact;;;3.06;Exact;;;;;FelCa;
