ADRNo;AnimalClass;AnimalSpecies;AnimalRole;ProductionType;AnimalSex;FemaleStatus;AnimalBreed;AnimalAge;AgeUnit;AgeType;MinimumAge;MaximumAge;AnimalWeight;WeightType;MinimumWeight;MaximumWeight;ParentOfCrossbreed;ClassCode;SpeciesCode;BreedCode
1209/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;14.0;Year;Exact;;;3.6;Exact;;;;;FelCa;
1210/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;14.0;Year;Exact;;;3.3;Exact;;;;;FelCa;
1211/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.4;Year;Exact;;;4.5;Exact;;;;;CanDo;
1212/19;Canidae;Canine/dog;Companion;;Male;;;5.0;Year;Exact;;;61.5;Exact;;;;;CanDo;
1213/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;13.0;Year;Exact;;;;Unknown;;;;;EquHo;
1214/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.0;Year;Exact;;;4.5;Exact;;;;;CanDo;
1215/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;6.3;Year;Exact;;;7.4;Exact;;;;;CanDo;
1216/19;Equidae;Equine/horse;Companion;;Male-Neutered;;Welsh Pony;29;Year;;;;284;;;;;Equ;EquHo;EquHo105
1217/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;2;Month;;;;1.5;;;;;Fel;FelCa;FelCaxxx
1218/19;Canidae;Canine/dog;Companion;;Male;;;10.0;Year;Exact;;;9.2;Exact;;;;;CanDo;
1219/19;Canidae;Canine/dog;Companion;;Male;;;11;Week;Exact;;;8.5;Exact;;;;;CanDo;
1220/19;Felidae;Feline/cat;Companion;;Female;Not applicable;;8.75;Year;Exact;;;3.9;Exact;;;;;FelCa;
1221/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Crossbred;10.22;Year;;;;24;;;;;Can;CanDo;CanDo070
1222/19;Canidae;Canine/dog;Companion;;Male;;;7;Year;Exact;;;57;Exact;;;;;CanDo;
1223/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;6.5;Exact;;;;;CanDo;
1224/19;Canidae;Canine/dog;Companion;;Female;;Lhasa Apso;2.45;Month;;;;2.2;;;;;Can;CanDo;CanDo152
1225/19;Equidae;Equine/horse;Companion;;Male-Neutered;;Irish Hunter;21;Year;;;;;;;;;Equ;EquHo;EquHo107
1228/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;3.0;Year;Unknown;;;8.3;Unknown;;;;;CanDo;
1229/19;Canidae;Canine/dog;Companion;;Male;;;10.1;Year;Exact;;;;Unknown;;;;;CanDo;
1230/19;Equidae;Equine/horse;Companion;;Female;Not applicable;Unspecified;;;Unknown;;;;Unknown;;;;;EquHo;Uns000
1231/19;Canidae;Canine/dog;Companion;;Male;;Spaniel - Cocker English ;2.29;Month;;;;4.6;;;;;Can;CanDo;CanDo096
1232/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CapSh;
1233/19;Canidae;Canine/dog;Companion;;Male;;Bulldog - French ;1.87;Month;;;;1.9;;;;;Can;CanDo;CanDo031
1234/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;7.0;Year;Exact;;;;Unknown;;;;;FelCa;
1235/19;Felidae;Feline/cat;Companion;;Female;Non-pregnant - Non-lactating;;;;Unknown;;;;Unknown;;;;;FelCa;
1236/19;Canidae;Canine/dog;Companion;;Mixed;;;24.0;Day;Exact;;;;Unknown;;;;;CanDo;
1237/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;2.0;Year;Exact;;;24;Exact;;;;;CanDo;
1238/19;Felidae;Feline/cat;Companion;;Female;Unknown;;1.6;Year;Exact;;;3.2;Exact;;;;;FelCa;
1239/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10.0;Year;Exact;;;10;Exact;;;;;CanDo;
1240/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;13.67;Year;;;;5;;;;;Fel;FelCa;FelCaxxx
1241/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;5.58;Year;;;;3.2;;;;;Fel;FelCa;FelCaxxx
1242/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Bulldog - French ;4.83;Year;;;;10.8;;;;;Can;CanDo;CanDo031
1243/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11.0;Year;Exact;;;5.3;Exact;;;;;FelCa;
1244/19;Equidae;Equine/horse;Companion;;Mixed;;;11.0;Month;Exact;;;;Unknown;;;;;EquHo;
1245/19;Equidae;Equine/horse;Companion;;Unknown;;Unspecified;3;Year;Exact;;;;Unknown;;;;;EquHo;Uns000
1246/19;Equidae;Equine/horse;Companion;;Unknown;;Unspecified;2;Year;Exact;;;;Unknown;;;;;EquHo;Uns000
1247/19;Equidae;Equine/horse;Companion;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;EquHo;Uns000
1248/19;Equidae;Equine/horse;Companion;;Unknown;;Unspecified;4;Year;Unknown;;;;Unknown;;;;;EquHo;Uns000
1249/19;Bovinae;Bovine/cattle;Production;;Female;Pregnant - Non-lactating;Unspecified;2;Year;Approximate;;;;Unknown;;;;;BovCa;Uns000
1250/19;Leporidae;European rabbit;Companion;;Male;;;1.3;Year;Exact;;;2.1;Exact;;;;;LepRa;
1251/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.2;Year;Exact;;;;Unknown;;;;;CanDo;
1252/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Year;Exact;;;;Unknown;;;;;FelCa;
1253/19;Bovinae;Bovine/cattle;Production;Broiler;Male;;Unspecified;4.0;Month;Approximate;;;;Exact;150;170;;;BovCa;Uns000
1254/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Crossbred;1.42;Year;;;;11.9;;;;;Can;CanDo;CanDo070
1255/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;;Unknown;;;;;CanDo;
1256/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;10;Year;Exact;;;15.1;Exact;;;;;CanDo;
1257/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;20.75;Exact;;;;;CanDo;
1258/19;Canidae;Canine/dog;Companion;;Female;;Australian Kelpie;7.42;Year;;;;23;;;;;Can;CanDo;CanDo010
1259/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;13.5;Year;;;;4.2;;;;;Fel;FelCa;FelCaxxx
1260/19;Canidae;Canine/dog;Companion;;Unknown;;;11;Week;Exact;;;;Unknown;;;;;CanDo;
1261/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;12.7;Year;Exact;;;7.85;Exact;;;;;CanDo;
1262/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;2.19;Month;;;;1;;;;;Fel;FelCa;FelCaxxx
1263/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12;Year;Exact;;;27.95;Exact;;;;;CanDo;
1264/19;Felidae;Feline/cat;Companion;;Female;;Sphynx;2.23;Month;;;;0.8;;;;;Fel;FelCa;FelCa040
1265/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.67;Year;Exact;;;10.4;Exact;;;;;CanDo;
1266/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2;Year;Exact;;;5.11;Exact;;;;;FelCa;
1267/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.0;Year;Exact;;;10.4;Exact;;;;;CanDo;
1268/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.66;Year;Exact;;;4.1;Exact;;;;;FelCa;
1269/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8;Year;Approximate;;;10;Exact;;;;;CanDo;
1270/19;Canidae;Canine/dog;Companion;;Male;;;4.0;Month;Exact;;;;Unknown;;;;;CanDo;
1271/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;5.0;Year;Exact;;;21;Exact;;;;;CanDo;
1272/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;CanDo;
1273/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12;Year;Exact;;;7.4;Exact;;;;;CanDo;
1274/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4.0;Year;Exact;;;13;Exact;;;;;CanDo;
1275/19;Canidae;Canine/dog;Companion;;Unknown;;;8.0;Week;Exact;;;;Unknown;;;;;CanDo;
1276/19;Equidae;Equine/horse;Companion;;Male;;;2.0;Year;Exact;;;;Unknown;;;;;EquHo;
1277/19;Bovinae;Bovine/cattle;Production;Broiler;Unknown;;;12;Week;Approximate;;;;Unknown;;;;;BovCa;
1278/19;Felidae;Feline/cat;Companion;;Male;;;14.0;Week;Exact;;;;Unknown;;;;;FelCa;
1279/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Pug;3;Year;;;;18.3;;;;;Can;CanDo;CanDo182
1280/19;Equidae;Equine/horse;Companion;;Female;Unknown;;8.0;Year;Exact;;;;Unknown;;;;;EquHo;
1281/19;Equidae;Equine/horse;Companion;;Male-Neutered;;Welsh Mountain Pony;19;Year;;;;450;;;;;Equ;EquHo;EquHo108
1282/19;Bovinae;Bovine/cattle;;Broiler;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
1283/19;Canidae;Canine/dog;Companion;;Male;;;10.0;Month;Exact;;;;Unknown;;;;;CanDo;
1284/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;;Year;Exact;1.25;5.0;7.4;Exact;;;;;CanDo;
1285/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;12.0;Year;Exact;;;520.0;Exact;;;;;EquHo;
1286/19;Felidae;Feline/cat;Companion;;Female;Unknown;Unspecified;15.0;Year;Exact;;;;Unknown;;;;;FelCa;Uns000
1287/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;12.0;Year;Exact;;;;Unknown;;;;;EquHo;
1288/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16.0;Year;Exact;;;3.85;Approximate;;;;;FelCa;
1289/19;Felidae;Feline/cat;Companion;;Female;Unknown;;13.0;Year;Exact;;;;Unknown;;;;;FelCa;
1290/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;18.0;Year;Exact;;;;Unknown;;;;;FelCa;
1291/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;Unspecified;12.0;Week;Exact;;;;Unknown;;;;;FelCa;Uns000
1292/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Crossbred;3.31;Year;;;;8.25;;;;;Can;CanDo;CanDo070
1294/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Bulldog - French ;3.84;Year;;;;11.2;;;;;Can;CanDo;CanDo031
1293/19;Felidae;Feline/cat;Companion;;Female;;;8;Year;;;;6.09;;;;;;FelCa;
1297/19;Caprinae;Ovine/sheep;;;Unknown;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
1298/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Longhair;13.75;Year;;;;4.99;;;;;Fel;FelCa;FelCaxxx
1299/19;Canidae;Canine/dog;Companion;;Female;Unknown;;7.0;Year;Exact;;;13.5;Exact;;;;;CanDo;
1300/19;Canidae;Canine/dog;Companion;;Male;;;12;Week;Exact;;;8.5;Exact;;;;;CanDo;
1301/19;Canidae;Canine/dog;Companion;;Female;Unknown;;4.1;Year;Exact;;;2.2;Exact;;;;;CanDo;
1302/19;Canidae;Canine/dog;Companion;;Female;Unknown;;4.0;Year;Exact;;;;Unknown;;;;;CanDo;
1303/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;13;Year;;;;4.95;;;;;Fel;FelCa;FelCaxxx
1304/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
1305/19;Felidae;Feline/cat;Companion;;Male;;;12.0;Week;Exact;;;;Unknown;;;;;FelCa;
1306/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;14.0;Year;Exact;;;;Exact;10.15;10.2;;;CanDo;
1307/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;36;Exact;;;;;CanDo;
1308/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;14.0;Year;Exact;;;;Unknown;;;;;CanDo;
1309/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;14;Year;Exact;;;4.5;Exact;;;;;CanDo;
1310/19;Canidae;Canine/dog;Companion;;Male;;;13.0;Year;Exact;;;35;Exact;;;;;CanDo;
1312/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;9.0;Year;Exact;;;5.24;Exact;;;;;FelCa;
1313/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;2.0;Year;Exact;;;5.47;Exact;;;;;FelCa;
1314/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.0;Year;Exact;;;32.8;Exact;;;;;CanDo;
1315/19;Felidae;Feline/cat;Companion;;Unknown;;;;Year;Exact;19;20;3;Exact;;;;;FelCa;
1316/19;Canidae;Canine/dog;Companion;;Female;;Chihuahua;3;Month;;;;1.5;;;;;Can;CanDo;CanDo060
1317/19;Felidae;Feline/cat;Companion;;Female;Unknown;;11;Year;Exact;;;;Unknown;;;;;FelCa;
1318/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;9.0;Year;Exact;;;6.7;Exact;;;;;FelCa;
1319/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;10.0;Year;Exact;;;;Unknown;;;;;EquHo;
1320/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.0;Year;Exact;;;38.0;Exact;;;;;CanDo;
1321/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Exact;25.0;26.0;;;CanDo;
1322/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Exact;3.0;7.0;;;CanDo;
1323/19;Felidae;Feline/cat;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;FelCa;
1324/19;Felidae;Feline/cat;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1325/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;20.0;Year;Exact;;;;Unknown;;;;;EquHo;
1326/19;Bovinae;Bovine/cattle;Production;;Female;Pregnant - Lactating;;;;Unknown;;;;Unknown;;;;;BovCa;
1327/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;5.1;Year;Exact;;;6.2;Exact;;;;;CanDo;
1328/19;Felidae;Feline/cat;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
1329/19;Canidae;Canine/dog;Companion;;Male;;;13.0;Year;Exact;;;;Unknown;;;;;CanDo;
1330/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Year;Exact;;;4.83;Approximate;;;;;FelCa;
1331/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;8.6;Exact;;;;;CanDo;
1332/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.0;Year;Exact;;;8.1;Exact;;;;;CanDo;
1333/19;Canidae;Canine/dog;Companion;;Male;;;4.6;Year;Exact;;;29.5;Exact;;;;;CanDo;
1334/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;15.0;Year;Exact;;;;Unknown;;;;;EquHo;
1335/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;;Unknown;;;;;CanDo;
1336/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;19.0;Year;Exact;;;;Unknown;;;;;EquHo;
1337/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;1.4;Year;Exact;;;34.0;Exact;;;;;CanDo;
1338/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;6.0;Month;Exact;;;6.0;Exact;;;;;CanDo;
1339/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;12.0;Year;Exact;;;;Unknown;;;;;EquHo;
1340/19;Canidae;Canine/dog;Companion;;Female;Unknown;;14.7;Year;Exact;;;;Unknown;;;;;CanDo;
1341/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;;;Unknown;;;;Unknown;;;;;EquHo;
1342/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;16.0;Month;Exact;;;33.0;Exact;;;;;CanDo;
1343/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
1344/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;12.0;Year;Exact;;;;Unknown;;;;;CanDo;
1345/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;12.0;Year;Exact;;;;Unknown;;;;;EquHo;
1346/19;Canidae;Canine/dog;Companion;;Male;;;1.2;Year;Exact;;;11;Exact;;;;;CanDo;
1347/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;18.0;Year;Exact;;;3.75;Exact;;;;;FelCa;
1348/19;Canidae;Canine/dog;Companion;;Female;Unknown;;8.0;Month;Approximate;;;;Unknown;;;;;CanDo;
1349/19;Canidae;Canine/dog;Companion;;Female;Unknown;;3;Month;Unknown;;;1.7;Exact;;;;;CanDo;
1350/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;12;Year;Exact;;;550;Exact;;;;;EquHo;
1351/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;4.5;Year;Exact;;;6.3;Exact;;;;;CanDo;
1352/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;7;Year;Exact;;;5.4;Exact;;;;;FelCa;
1353/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;15.0;Year;Exact;;;3.85;Exact;;;;;FelCa;
1354/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.6;Year;Unknown;;;24.2;Exact;;;;;CanDo;
1355/19;Canidae;Canine/dog;Companion;;Male;;;9;Week;Exact;;;3.5;Exact;;;;;CanDo;
1356/19;Bovinae;Bovine/cattle;Production;Broiler;Female;Unknown;;5;Year;Exact;;;600;Exact;;;;;BovCa;
1357/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;10.0;Year;Exact;;;7.0;Exact;;;;;FelCa;
1358/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8;Year;Exact;;;40;Exact;;;;;CanDo;
1359/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4.0;Year;Exact;;;4.1;Exact;;;;;CanDo;
1360/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;5.0;Year;Exact;;;3.3;Exact;;;;;FelCa;
1361/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;26.8;Exact;;;;;CanDo;
1362/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;12.0;Year;Exact;;;8;Exact;;;;;CanDo;
1363/19;Bovinae;Bovine/cattle;;Milk;Mixed;Unknown;;;Month;Approximate;9.0;10.0;;Unknown;;;;;BovCa;
1364/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;13.0;Year;Exact;;;6.9;Exact;;;;;FelCa;
1365/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Year;Exact;;;;Unknown;;;;;FelCa;
1366/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Crossbred;3.92;Year;;;;7.2;;;;;Can;CanDo;CanDo070
1367/19;Bovinae;Bovine/cattle;Production;Breeder;Female;Mixed;;;;Unknown;;;;Unknown;;;;;BovCa;
1368/19;Bovinae;Bovine/cattle;Production;;Unknown;;;6.0;Month;Exact;;;;Unknown;;;;;BovCa;
1369/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CapSh;
1370/19;Bovinae;Bovine/cattle;Production;;Unknown;;;;Week;Approximate;14;16;;Unknown;;;;;BovCa;
1371/19;Canidae;Canine/dog;Companion;;Male;;;2.0;Year;Exact;;;18.5;Exact;;;;;CanDo;
1372/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10.0;Week;Exact;;;9.6;Exact;;;;;CanDo;
1373/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;4.0;Year;Exact;;;10;Exact;;;;;CanDo;
1374/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10.8;Year;Exact;;;20;Exact;;;;;CanDo;
1375/19;Canidae;Canine/dog;Companion;;Male;;;8.0;Week;Exact;;;1.9;Exact;;;;;CanDo;
1376/19;Canidae;Canine/dog;Companion;;Female;Unknown;;7.0;Month;Exact;;;;Unknown;;;;;CanDo;
1377/19;Canidae;Canine/dog;Companion;;Male;;;3.9;Year;Exact;;;12.3;Exact;;;;;CanDo;
1378/19;Bovinae;Bovine/cattle;Production;;Unknown;;;;Month;Approximate;4;9;;Unknown;;;;;BovCa;
1379/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;20.0;Week;Exact;;;7.4;Exact;;;;;CanDo;
1380/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;3.5;Year;Exact;;;31;Exact;;;;;CanDo;
1381/19;Equidae;Equine/horse;Companion;;Female;Unknown;;9.0;Month;Exact;;;;Unknown;;;;;EquHo;
1382/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;7.0;Year;Exact;;;4.6;Exact;;;;;FelCa;
1385/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4;Year;Exact;;;14.6;Exact;;;;;CanDo;
1386/19;Equidae;Equine/horse;Companion;;Female;;;9;Year;;;;;;;;;Equ;EquHo;
1387/19;Canidae;Canine/dog;Companion;;Unknown;;Crossbred;2;Month;;;;2.1;;;;;Can;CanDo;CanDo070
1388/19;Caprinae;Ovine/sheep;Production;;Female;;North of England Mules;3;Year;;;;80;;;;;Cap;CapSh;CapSh068
1389/19;Canidae;Canine/dog;Companion;;Male;;;5.5;Year;Exact;;;12.8;Exact;;;;;CanDo;
1390/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;13.0;Year;Exact;;;4.97;Exact;;;;;FelCa;
1391/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;13.0;Year;Exact;;;3.36;Exact;;;;;FelCa;
1394/19;Canidae;Canine/dog;Companion;;Female;;Other - please specify;6.25;Year;;;;22;;;;;Can;CanDo;CanDo169
1393/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.5;Year;;;;4;;;;;;FelCa;
1395/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;13.0;Year;Exact;;;5.2;Exact;;;;;FelCa;
1396/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;CanDo;
1397/19;Canidae;Canine/dog;Companion;;Male;;Shepherd Dog - Belgian Groenendael ;10;Month;;;;25.2;;;;;Can;CanDo;CanDo054
1398/19;Canidae;Canine/dog;Companion;;Male;;Bulldog - French ;3;Month;;;;;;;;;Can;CanDo;CanDo031
1399/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Labrador ;2;Month;;;;6.5;;;;;Can;CanDo;CanDo148
1400/19;Equidae;Equine/horse;Companion;;Female;;Other - please specify;6;Year;;;;450;;;;;Equ;EquHo;EquHo075
1401/19;Equidae;Equine/horse;Companion;;Female;;Irish Cob;11;Year;;;;;;;;;Equ;EquHo;EquHo052
1402/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;6.8;Exact;;;;;CanDo;
1403/19;Canidae;Canine/dog;Companion;;Female;Unknown;;8.0;Week;Exact;;;;Unknown;;;;;CanDo;
1404/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10.0;Week;Exact;;;4.08;Exact;;;;;CanDo;
1405/19;Canidae;Canine/dog;Companion;;Unknown;;;13;Year;Exact;;;7.7;Exact;;;;;CanDo;
1406/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;5.0;Year;Exact;;;5.43;Exact;;;;;FelCa;
1407/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11.0;Year;Exact;;;5.5;Exact;;;;;FelCa;
1408/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;;14.6;Year;Exact;;;7.65;Exact;;;;;CanDo;
1409/19;Caprinae;Ovine/sheep;Production;;Unknown;;;;;Unknown;;;;Exact;50;75;;;CapSh;
1410/19;Canidae;Canine/dog;Companion;;Male;;Shih Tzu;11;Month;;;;5.8;;;;;Can;CanDo;CanDo206
1412/19;Canidae;Canine/dog;Companion;;Female;Unknown;;4.0;Year;Unknown;;;2.8;Unknown;;;;;CanDo;
1415/19;Canidae;Canine/dog;Companion;;Male;;;11.5;Year;Exact;;;8.7;Exact;;;;;CanDo;
1416/19;Bovinae;Bovine/cattle;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;BovCa;
1427/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Longhair;16;Year;;;;4;;;;;Fel;FelCa;FelCaxxx
1429/19;Equidae;Equine/horse;Companion;;Male;;Other - please specify;12;Year;;;;575;;;;;Equ;EquHo;EquHo075
1434/19;Canidae;Canine/dog;Companion;;Female;;Terrier - Airedale ;6.25;Year;;;;29;;;;;Can;CanDo;CanDo002
1435/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;8;Year;;;;4.01;;;;;Fel;FelCa;FelCaxxx
1436/19;Canidae;Canine/dog;Companion;;Unknown;;Pug;5.83;Year;;;;13.35;;;;;Can;CanDo;CanDo182
1437/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;12;Year;Exact;;;6.9;Exact;;;;;CanDo;
1438/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10.0;Year;Exact;;;5.2;Exact;;;;;FelCa;
1440/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;9.0;Year;Exact;;;8.5;Exact;;;;;CanDo;
1441/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.0;Year;Exact;;;10.8;Exact;;;;;CanDo;
1442/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10.0;Year;Exact;;;8.39;Exact;;;;;CanDo;
1443/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10.0;Year;Exact;;;13.5;Exact;;;;;CanDo;
1444/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;2.2;Year;Exact;;;2.25;Exact;;;;;LepRa;
1445/19;Equidae;Equine/horse;Companion;;Female;Unknown;Unspecified;20.0;Year;Unknown;;;;Unknown;;;;;EquHo;Uns000
1446/19;Equidae;Equine/horse;Companion;;Male;;;10;Year;;;;556;;;;;Equ;EquHo;
1447/19;Canidae;Canine/dog;Companion;;Female;;Terrier - Yorkshire ;9.08;Year;;;;6.2;;;;;Can;CanDo;CanDo230
1448/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;7.0;Year;Exact;;;3.9;Exact;;;;;FelCa;
1449/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;8.25;Year;;;;4.86;;;;;Fel;FelCa;FelCaxxx
1450/19;Canidae;Canine/dog;Companion;;Male;;;7.0;Year;Exact;;;11.4;Exact;;;;;CanDo;
1451/19;Canidae;Canine/dog;Companion;;Male;;Terrier - Bull - Staffordshire ;10;Month;;;;23.4;;;;;Can;CanDo;CanDo212
1452/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7.97;Year;;;;31.5;;;;;Can;CanDo;
1453/19;Leporidae;European rabbit;Companion;;Male;;;21.0;Week;Exact;;;1.32;Exact;;;;;LepRa;
